epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.03899252414703369,0.9060715436935425,0.03233663444306555,0.5657471381020507,0.02644871869913432,0.41697472312550526
2,0.030004600062966347,0.008379279635846615,0.09017777690247923,0.7017558269926587,0.07582103956570338,0.6984689399817097
3,0.015753230080008507,0.007652046158909798,0.17411873869668626,0.828108763383624,0.226751065344585,0.7166102697204645
